catchment,River,Station,Country,Latitude,Longitude,Catchment Area,Altitude (m),Number of Years,LINKNO,Ecoregion_Name,Continent,BIOME,ECO_NAME,quality,strmOrder,Magnitude,strmDrop,WSNO,length_km,drain_den,gord,PathLength,TotalLength,MeanTemp01,MeanTemp02,MeanTemp03,MeanTemp04,MeanTemp05,MeanTemp06,MeanTemp07,MeanTemp08,MeanTemp09,MeanTemp10,MeanTemp11,MeanTemp12,MeanTempAnn,MeanPrec01,MeanPrec02,MeanPrec03,MeanPrec04,MeanPrec05,MeanPrec06,MeanPrec07,MeanPrec08,MeanPrec09,MeanPrec10,MeanPrec11,MeanPrec12,MeanPrecAnn,CumPrec01,CumPrec02,CumPrec03,CumPrec04,CumPrec05,CumPrec06,CumPrec07,CumPrec08,CumPrec09,CumPrec10,CumPrec11,CumPrec12,CumPrecTotal,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,FEOW_ID,ID,cls1,cls10,cls11,cls12,cls2,cls3,cls4,cls5,cls6,cls7,cls8,cls9,Dam_SurfaceArea,Dam_Count,HydroLakes_Area_sqkm,MeanPopden_2000,MeanPopden_2005,MeanPopden_2010,MeanPopden_2015,MeanHumanFootprint,meanPercentDC_Imperfectly,meanPercentDC_ModeratelyWell,meanPercentDC_Poor,meanPercentDC_SomewhatExcessive,meanPercentDC_VeryPoor,meanPercentDC_Well,tempcv,precipcv,forest,otherveg,human,water,damareaN,damcountN,strmsize
4119201,ROCK RIVER,"AFTON, WI",US,42.6092,-89.0707,8761.001953,235,109,153498,Upper Mississippi,North America,Temperate Broadleaf and Mixed Forests,Upper Midwest forest-savanna transition,high,3,12,0,153498,379.9940464,0.050563247,7,1.954104662,134.250824,-8.100000381,-5.099999905,1.299999952,8.100000381,14.60000038,19.79999924,22.29999924,21,16.70000076,10.10000038,2.599999905,-4.5,8.233333329,47.88790166,45.13741717,87.04826275,127.8558099,128.9825075,154.3463872,157.6834485,159.4287968,156.6479505,101.1235935,92.75160585,68.42801808,110.6101416,419546,395449,762630,1120145,1130016,1352229,1381465,1396756,1372393,885944,812597,599498,11628668,81,117,27,10485,287,-131,418,210,-62,210,-62,856,102,28,36,304,105,304,105,148,148,0.008066562,0,0.000749692,0.022721346,0.00070557,0.030741289,0.027298892,0.000363368,0.13091796,0.759199551,0.001656241,0.017510665,97.8999939,6,243.5538788,107.0762148,112.6597156,118.5782365,124.8533252,55.67613048,0,46.55077934,18.68985002,0,0,0,197.0912402,138.7715683,0.066812313,0.890480879,0.776710216,0.024377587,0.01117452,0.000684853,3
4119210,PECATONICA RIVER,"FREEPORT, IL",US,42.3028,-89.6196,3406.045654,233,110,134490,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,high,2,3,4,134490,96.35795311,0.041043851,6,1.330676794,51.85863113,-7.900000095,-4.900000095,1.799999952,8.5,15.10000038,20.39999962,22.89999962,21.60000038,17,10.30000019,2.599999905,-4.599999905,8.566666663,45.38224548,46.09685716,93.6214697,128.8993292,141.9302761,167.1504313,159.3020338,168.6234004,156.5398865,100.2203243,92.21808276,68.40542484,114.0324801,154574,157008,318879,439037,483421,569322,542590,574339,533182,341355,314099,232992,4660798,83,117,28,10440,286,-130,416,211,-60,211,-60,885,107,30,36,309,109,309,109,148,148,0.000105273,0,0,0.000396933,0.000214619,0.053130905,0.029830757,0,0.117865959,0.795917106,9.04E-05,0.002493993,0,0,1.885368586,29.94241034,30.35776334,30.79679327,31.26048182,57.77550699,1.314411136,40.8762825,19.56186391,0,0,0,196.2327058,140.2303921,0.083281554,0.913783065,0.798411099,0.000487333,0,0,2
4119220,KISHWAUKEE RIVER,"NEAR PERRYVILLE, IL",US,42.1945,-88.9987,2802.832031,229,85,122994,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,high,2,3,19,122994,68.56611863,0.03706665,6,0.832596958,42.57971191,-7.300000191,-4.5,1.899999976,8.600000381,15,20.29999924,22.60000038,21.29999924,17,10.5,2.900000095,-4.099999905,8.683333268,56.94847149,47.6988983,98.30985123,146.0829602,147.4587116,170.5539236,162.5381025,166.2764642,153.901124,105.1275984,109.8945626,81.31025958,120.5084106,159617,133692,275546,409446,413302,478034,455567,466045,431359,294655,308016,227899,4053178,85,115,27,10433,288,-125,413,213,-58,213,-58,903,109,30,34,315,115,315,115,148,148,0.000788204,0,0,0.00075028,0.000989404,0.004731739,0.034776872,0.002064509,0.143645392,0.796675071,0,0.015532633,0,0,1.267391205,122.0602268,133.7412308,146.6500746,160.924036,75.70982258,0,48.9530762,28.95308178,0,0,0,194.8950592,135.8936317,0.041286219,0.942384972,0.812207704,0.00075028,0,0,2
4119230,GREEN RIVER,"NEAR GENESEO, IL",US,41.4889,-90.1576,3109.984619,183,88,146818,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,low,2,3,6,146818,141.262835,0.045696235,6,1.608883619,46.28639221,-6.599999905,-3.5,3.099999905,10.10000038,16.39999962,21.60000038,23.70000076,22.39999962,18,11.5,3.700000048,-3.299999952,9.758333405,56.20703039,50.72179426,104.4632176,147.1023352,166.6381232,176.6806166,153.4332347,167.4882881,145.8692102,109.8134048,105.5053449,82.59847924,122.2100899,174803,157744,324879,457486,518242,549474,477175,520886,453651,341518,328120,256880,4560858,97,113,27,10438,297,-113,410,224,-47,224,-47,920,108,31,34,316,119,316,119,148,148,0.005544439,0,0,0.000394387,4.13E-05,0.00661288,0.047486488,0.002980747,0.130028766,0.805299451,0,0.001592978,0,0,0,13.95519631,14.00424833,14.05666534,14.11252694,42.5602299,0,49.6293602,29.62935423,0,0,0,190.8136239,135.6919992,0.059685107,0.938308964,0.806892429,0.000394387,0,0,2
4119250,IOWA RIVER,"WAPELLO, IA",US,41.1781,-91.1821,33994.89453,170,110,175610,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,medium,4,40,4,175610,692.8582761,0.058763166,8,4.676400185,515.0360107,-5.800000191,-2.599999905,4,10.89999962,17,22,24.10000038,22.89999962,18.60000038,12.19999981,4.199999809,-2.799999952,10.39166663,38.20685482,38.38767609,86.92084623,134.1367303,164.4866701,183.7153221,176.8843552,171.2075028,151.6795999,104.8512446,79.27099164,53.70794719,115.2879784,1298838,1304985,2954865,4559964,5591707,6245383,6013165,5820181,5156332,3564407,2694809,1825796,47030432,102,117,28,10430,304,-111,415,218,-41,229,-41,911,108,27,37,313,105,312,105,148,148,0.003200974,0,8.20E-05,0.002710213,0.000320739,0.009154777,0.038771236,0.003678821,0.146869913,0.789640191,0.000158347,0.005410152,26.79999924,3,83.49753571,73.89840492,75.47760109,77.18333247,79.02309968,133.7326627,0,61.56446516,25.12739631,0,0,0,187.9256179,147.9116634,0.051447726,0.940188925,0.795050343,0.00286856,0.000788354,8.82E-05,3
4119251,IOWA RIVER,"IOWA CITY, IA",US,41.6567,-91.541,8084.387695,200,121,172330,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,high,2,10,10,172330,409.5187162,0.054364002,6,3.652539492,121.6402893,-6.400000095,-3.099999905,3.599999905,10.60000038,16.79999924,22.10000038,24.5,23.10000038,18.39999962,11.89999962,3.700000048,-3.400000095,10.14999996,37.66110824,39.44281398,87.43593537,132.8814303,165.8904855,190.676902,173.1061217,170.3735709,147.1326024,105.2889881,77.97547864,51.69927715,114.9637262,304467,318871,706866,1074265,1341123,1541506,1399457,1377366,1189477,851197,630384,417957,11152936,100,118,28,10601,304,-117,421,229,-46,229,-46,903,113,25,42,333,93,333,93,148,148,0.005249417,0,0.000107358,0.001932025,0.000278612,0.013331658,0.044405704,0.010539686,0.13551637,0.78577163,0.000174455,0.002744137,16.5,2,22.93580246,21.98185361,22.70643738,23.50129204,24.37167577,47.29580605,0,61.13516492,22.43650903,0,0,0,190.0519326,148.3835094,0.063265391,0.931827686,0.788515767,0.00210648,0.002040971,0.00024739,2
4119252,IOWA RIVER,"MARSHALLTOWN, IA",US,42.0658,-92.9077,3635.275146,264,122,153002,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,medium,2,4,0,153002,191.2990461,0.056190513,6,1.959230781,55.48004913,-8.199999809,-4.5,2.200000048,9.199999809,15.80000019,21.10000038,23.39999962,22.10000038,17.5,10.60000038,2.200000048,-5.199999809,8.850000103,34.40372323,37.57789837,82.85397608,127.7570421,164.2398377,197.106951,175.2158982,165.3594228,140.0246142,103.5740033,69.73172313,47.60575006,112.1209034,125067,136606,301197,464432,597057,716538,636958,601127,509028,376520,253494,173060,4891084,83,120,27,10833,292,-138,430,196,-66,215,-66,859,120,23,47,335,80,335,80,148,148,0.009400627,0,0,0.000660135,2.45E-05,0.002941798,0.070913042,0.022441686,0.127790168,0.764655497,0,0.001218205,0,0,3.161962748,10.8285057,10.5970466,10.37658522,10.16683699,43.49765076,0,67.17655633,28.53929222,0,0,0,195.9615932,151.2091034,0.083279967,0.914887351,0.765873702,0.000660135,0,0,2
4119260,CEDAR RIVER,"CEDAR RAPIDS, IA",US,41.9706,-91.6671,18910.1875,219,122,166426,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,low,3,21,0,166426,1074.269923,0.057505897,7,3.200264931,289.5903625,-7.199999809,-3.400000095,3.299999952,10.19999981,16.5,21.79999924,24.39999962,23,18.29999924,11.69999981,3.099999905,-3.799999952,9.824999809,35.99625863,36.81497077,84.0935078,132.3955143,164.4001679,183.8314929,179.7814538,172.4839058,149.7013184,102.6763484,75.65467027,49.93118127,113.9800659,680696,696178,1590224,2503624,3108838,3476288,3399701,3261703,2830880,1941629,1430644,944208,25864613,92,116,27,10718,296,-126,422,222,-56,222,-56,879,116,25,44,332,89,332,89,148,148,0.003073124,0,0.000101558,0.002773619,0.000240272,0.006322462,0.04319764,0.002029837,0.150891666,0.786231892,0.000210079,0.004898807,10.30000019,1,58.63808441,23.67838859,23.72322015,23.77873934,23.84510844,47.18595558,0,65.05111332,29.08033038,0,0,0,191.8742034,149.7829999,0.052833498,0.939153395,0.791130699,0.002983698,0.00054468,5.29E-05,3
4119261,CEDAR RIVER,"WATERLOO, IA",US,42.4955,-92.3344,12203.38281,260,84,156186,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,medium,3,13,0,156186,609.15156,0.054264896,7,2.160416365,187.4248505,-8.699999809,-4.900000095,2,9.199999809,15.80000019,21.20000076,23.79999924,22.39999962,17.5,10.5,2,-5.300000191,8.791666627,34.47265455,34.8073978,81.04629801,129.055609,162.2318197,184.9342953,182.4086841,169.9055936,149.8525473,102.0022087,71.28187434,47.47478703,112.4561474,420683,424768,989039,1574915,1979777,2256824,2226003,2073423,1828708,1244772,869880,579353,16468145,81,117,27,10926,288,-142,430,194,-70,214,-70,872,116,22,46,338,81,337,81,148,148,0.004029033,0,0.000157373,0.002780769,0.000284471,0.004297253,0.0503819,0.002713064,0.149090653,0.780237703,0.000325536,0.005664625,10.30000019,1,51.69713974,26.90329669,26.81586198,26.73711839,26.66702419,51.22392857,0,65.26049067,29.11449375,0,0,0,197.0249118,151.3794901,0.058992657,0.93204142,0.785902328,0.003106305,0.000844028,8.19E-05,3
4119262,CEDAR RIVER,"JANESVILLE, IA",US,42.6483,-92.4652,3770.436768,274,120,150786,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,low,2,2,2,150786,148.096509,0.050353948,6,1.910661101,58.78489685,-9,-5.5,1.399999976,8.699999809,15.5,20.70000076,22.70000076,21.5,16.89999962,10.30000019,1.600000024,-6.099999905,8.225000103,37.4508336,33.62899521,78.99456173,129.1407415,161.2948413,178.4684485,180.3905069,178.1589352,152.1364858,102.1515606,74.31818042,48.01114861,112.8454366,141206,126796,297844,486917,608152,672904,680151,671737,573621,385156,280212,181023,5105719,80,117,27,11020,287,-146,433,194,-72,214,-72,869,117,21,47,340,79,339,79,148,148,0.003216757,0,2.49E-05,0.000669424,0.000266283,0.006084712,0.045633432,0.001929852,0.148870446,0.790314441,0,0.002893932,0,0,5.006844521,25.84725766,25.95877486,26.07857709,26.2068928,60.72039592,0,62.13453723,27.25868921,0,0,0,198.6450234,150.8355309,0.055201184,0.941114739,0.793208373,0.000669424,0,0,2
4119263,CEDAR RIVER,"CHARLES CITY, IA",US,43.0625,-92.6732,2729.9,296.58,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119264,CEDAR RIVER,"NEAR CONESVILLE, IA",US,41.41,-91.2852,22160.09961,185,85,174138,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,medium,3,26,7,174138,1267.754185,0.057774956,7,4.278916836,338.239502,-6.199999809,-2.900000095,3.799999952,10.69999981,16.70000076,21.70000076,24.10000038,22.79999924,18.20000076,11.89999962,3.900000095,-3.200000048,10.12500012,37.49748488,37.78394568,85.59636614,133.6315744,163.9505266,183.1443482,178.7111552,171.9980536,151.4451225,103.6220974,77.79012867,52.73636042,114.825597,830948,837296,1896824,2961289,3633160,4058497,3960257,3811494,3356039,2296276,1723837,1168643,30534560,100,117,27,10536,303,-115,418,228,-45,228,-45,915,109,27,38,319,104,319,104,148,148,0.002911097,0,8.67E-05,0.003088592,0.00032115,0.007839687,0.04029674,0.001769838,0.149664363,0.78704627,0.00017927,0.006766086,10.30000019,1,58.63808441,28.6098251,29.01585774,29.44884093,29.90966617,48.11754411,0,62.86165336,28.13754556,0,0,0,189.0955347,148.5933065,0.051368674,0.938480471,0.793812356,0.003267862,0.000464799,4.51E-05,3
4119265,SHELL ROCK RIVER,"SHELL ROCK, IA",US,42.7119,-92.583,4522.1,269.85,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119270,SKUNK RIVER,"AUGUSTA, IA",US,40.7536,-91.2779,11196.91992,173,111,171682,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,high,3,9,8,171682,603.7017404,0.061550614,7,3.886217117,168.974823,-5.199999809,-2,4.400000095,11.10000038,17,22.10000038,24.5,23.20000076,18.79999924,12.39999962,4.599999905,-2.299999952,10.71666672,41.20651066,41.29349886,91.86910395,135.8187797,165.7414729,175.6791166,171.0804412,162.7707453,155.5818933,107.6914016,84.17243373,57.73382364,115.8866018,461386,462360,1028651,1520752,1855794,1967065,1915574,1822531,1742038,1205812,942472,646441,15570876,103,115,28,10296,302,-108,410,209,-38,229,-38,920,108,31,35,312,114,306,114,148,148,0.002633871,0,0,0.00062955,0.000189388,0.014176912,0.039903622,0.007421141,0.136972183,0.795710065,5.74E-07,0.002364481,0,0,8.952637672,22.1911715,22.66779995,23.17704455,23.7206258,49.2697186,0,68.66075162,15.80207169,0,0,0,186.4933346,144.6498402,0.056903793,0.940103389,0.798074546,0.000630124,0,0,3
4119271,SKUNK RIVER,"NEAR OSKALOOSA, IA (S. BRANCH)",US,41.3558,-92.6569,4345.702637,219,78,140026,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,high,2,3,19,140026,191.0757711,0.054082836,7,2.080779076,66.6876297,-6.300000191,-2.799999952,3.599999905,10.5,16.60000038,21.79999924,23.89999962,22.70000076,18.29999924,11.69999981,3.599999905,-3.5,10.00833323,36.02800584,41.42782308,88.2630571,132.2370737,165.5221399,193.2596568,166.7868376,162.9221001,141.3884132,105.4114923,72.69894569,50.43097016,113.0313763,156567,180033,383565,574663,719310,839849,724806,708011,614432,458087,315928,219158,5894409,95,119,28,10594,300,-122,422,204,-51,224,-51,894,111,26,42,323,88,321,88,148,148,0.006203315,0,0,0.000696699,0.000285313,0.005456276,0.058996452,0.018650439,0.124046863,0.782033562,0,0.003635157,0,0,4.455414295,36.45949374,37.78290983,39.18830694,40.6803951,58.94866469,0,74.54336118,22.72383177,0,0,0,189.8868909,148.4702,0.070941356,0.924730864,0.785668719,0.000696699,0,0,3
4119280,DES MOINES RIVER,"KEOSAUQUA, IA",US,40.7278,-91.9596,35212.47656,180,121,181930,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,high,4,38,0,181930,2086.069088,0.06004694,8,6.727624416,534.6045532,-5.099999905,-1.899999976,4.5,11.19999981,17,22.10000038,24.79999924,23.5,19.10000038,12.69999981,4.800000191,-2,10.89166666,35.2183124,37.18591045,86.55937604,127.63831,160.531935,180.4701805,165.0481184,156.2655495,143.8581291,100.2174895,70.71706518,47.32955937,109.253328,1240124,1309408,3047970,4494461,5652727,6354802,5811753,5502497,5065601,3528906,2490123,1666591,46164963,106,121,29,10272,310,-107,417,220,-35,232,-35,938,118,29,37,329,110,321,110,148,148,0.009186194,0,0.000471303,0.005531641,0.000199185,0.016224162,0.062578112,0.013912766,0.125077666,0.760577006,0.000324752,0.005902114,73.59999847,4,207.6198425,24.17722469,25.17450052,26.32958504,27.669338,44.52695077,0,69.07491996,24.05478172,0,0,0.095106532,186.0123938,148.7086797,0.088187653,0.899567438,0.76647912,0.005856393,0.002090168,0.000113596,3
4119281,DES MOINES RIVER,"NEAR STRATFORD, IA",US,42.2511,-93.998,12634.05762,283,104,169954,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,low,3,12,5,169954,667.408163,0.05387628,7,3.627981901,194.4886627,-8.100000381,-4.699999809,2.099999905,9.199999809,15.69999981,21,23.39999962,21.89999962,17.5,10.69999981,2.099999905,-5.300000191,8.791666508,28.26217916,29.88311526,78.09454648,118.0452112,149.1574644,179.3646244,165.0915377,153.547503,133.0370694,91.90546972,61.39832691,39.63841349,102.2854551,357066,377545,986651,1491390,1884464,2266103,2085776,1939928,1680798,1161139,775710,500794,15507364,86,122,28,10949,296,-138,434,200,-65,219,-65,833,126,20,50,335,73,335,73,148,148,0.020605936,0,0.00022724,0.006450541,0.000186062,0.003030141,0.081329795,0.02797475,0.117163307,0.740818016,0.000487207,0.001763563,10.89999962,2,112.9595947,13.19540382,12.83129158,12.48279703,12.14922392,43.68569471,0,69.55729516,29.55725251,0,0,0,196.1213305,153.4798399,0.105151934,0.885956073,0.742581579,0.006937748,0.000862747,0.000158302,3
4119282,DES MOINES RIVER,"FORT DODGE, IA",US,42.5061,-94.2014,8582.297852,307,119,166522,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,low,3,8,0,166522,351.197968,0.048409272,7,3.11466527,132.6342773,-8.800000191,-5.300000191,1.600000024,8.800000191,15.69999981,21.10000038,23.10000038,21.79999924,17.29999924,10.5,1.700000048,-5.900000095,8.466666569,27.2279061,28.94038453,78.55005869,116.0973456,146.0569211,175.3575821,161.435087,150.4701913,131.5257312,89.85087832,60.10942627,37.30784057,100.2441127,233678,248375,674140,996382,1253504,1504971,1385484,1291380,1128793,771127,515877,320187,10323898,84,121,27,11073,295,-141,436,218,-68,218,-68,816,121,20,50,331,69,331,69,148,148,0.010276567,0,0.000285353,0.008358328,0.000261407,0.002672742,0.07630148,0.013229893,0.131905843,0.754139012,0.000675777,0.001850311,10.89999962,2,96.11247253,15.37411945,14.97333446,14.59211958,14.22953361,50.57916416,0,69.34821801,29.34820436,0,0,0,198.0705809,153.6393727,0.089512196,0.899274748,0.755989323,0.009034105,0.001270056,0.000233038,3
4119283,DES MOINES RIVER,"DAKOTA CITY, IA (EAST FORK)",US,42.7239,-94.1919,3387.7,316.6,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
4119285,RACCOON RIVER,"VAN METER, IA",US,41.5339,-93.95,8912.2,256.39,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
4119286,NORTH RACCOON RIVER,"NEAR JEFFERSON, IA",US,41.988,-94.3769,5696.539063,303,84,139434,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,low,3,7,14,139434,275.7589262,0.053234644,7,1.58852005,87.10648346,-7.5,-3.900000095,2.599999905,9.800000191,16.20000076,21.5,23.79999924,22.29999924,17.70000076,11,2.400000095,-4.800000191,9.258333325,27.57533974,28.941959,81.88410451,125.8897713,165.3667235,183.8123093,163.5919617,160.506755,140.537086,97.41809788,60.12685882,37.79926682,106.1208528,157084,164869,466456,717136,942018,1047094,931908,914333,800575,554946,342515,215325,7254259,92,124,28,10829,303,-130,433,204,-57,224,-57,827,120,21,48,324,73,320,73,148,148,0.002616543,0,0.000244662,0.003020661,3.34E-05,0.000975248,0.060494071,0.011006979,0.130305641,0.790054872,4.75E-05,0.001129518,0,0,18.92087936,12.35192657,11.98175447,11.63142482,11.29970542,43.11675931,0,69.64534661,29.76678273,0,0,0.587889679,194.2448214,154.6181014,0.064119262,0.931367492,0.79118439,0.003068161,0,0,3
4119288,BOONE RIVER,"NEAR WEBSTER CITY, IA",US,42.4336,-93.8036,2986.508545,314,84,152770,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central tall grasslands,low,2,3,22,152770,186.913986,0.064667986,6,1.894586563,45.42998505,-8.699999809,-5.300000191,1.399999976,8.699999809,15.60000038,21,23,21.70000076,17.20000076,10.39999962,1.700000048,-5.900000095,8.400000105,29.49095865,31.47320645,75.85245332,121.2827603,152.6916776,185.8112882,174.0202622,159.0834223,137.1333763,94.97009492,63.54276144,43.97543085,105.7773077,88075,93995,226534,362212,456015,554927,519713,475104,409550,283629,189771,131333,3790858,83,120,27,11045,293,-142,435,217,-69,217,-69,825,124,19,51,338,72,338,72,148,148,0.044244466,0,0.000141294,0.002896525,0,0.000830647,0.089734212,0.050897118,0.08773211,0.722380844,0.000119094,0.001283089,0,0,16.84711838,11.47038355,11.09502933,10.73253437,10.38244122,42.30856775,0,70.00006131,30.00001095,0,0,0,198.349952,153.5433484,0.134809325,0.861010072,0.723663933,0.003015619,0,0,2
4119290,SALT RIVER,"NEAR NEW LONDON, MO",US,39.6123,-91.4085,6409.745117,155,101,148362,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,high,3,11,30,148362,213.0470679,0.051859487,7,1.902327299,93.96812439,-3.5,-0.400000006,5.800000191,12.19999981,17.70000076,22.70000076,25.29999924,24.10000038,19.70000076,13.30000019,6,-0.600000024,11.85833351,59.51203878,59.89114902,119.5103684,144.7754915,181.7109696,163.5071256,156.0676722,145.2385365,161.6128225,127.316919,112.7969969,88.07666915,126.6680633,381457,383887,766031,927974,1164721,1048039,1000354,930942,1035897,816069,723000,564549,9742920,117,116,29,9892,312,-85,397,217,-18,238,-18,972,114,38,29,319,140,298,140,148,148,0.003158876,0,0.000406108,0.010828545,3.59E-05,0.038490299,0.035686567,0.00087618,0.139094345,0.767787696,0.000931407,0.002767979,60.09999847,2,59.42749023,18.09157174,18.18447563,18.29229649,18.41598325,59.94880167,0,34.44767192,51.89177673,0,0,0,181.3861907,131.7998578,0.077371642,0.907758221,0.770555675,0.011759952,0.009376348,0.000312025,3
4119295,CUIVRE RIVER,"NEAR TROY, MO",US,39.0164,-90.9835,2394.593994,144,102,126946,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,high,2,2,0,126946,89.11360027,0.037065609,6,0.963070631,35.13994598,-2.400000095,0.699999988,6.599999905,12.69999981,18,22.89999962,25.39999962,24.29999924,20,13.60000038,6.599999905,0.400000006,12.39999986,62.2915619,69.48568334,119.2486078,145.2826662,169.864704,148.538333,136.8123368,128.1824814,132.8337918,110.0624994,126.6841063,95.08334213,120.3641762,149163,166390,285552,347893,406757,355689,327610,306945,318083,263555,303357,227686,3458680,120,127,32,9415,316,-80,396,216,-8,237,-8,965,108,42,24,302,157,279,157,148,148,0,0,0,0.000205664,0.00020555,0.080873427,0.024976546,0,0.119740215,0.773571312,0,0.000504851,0,0,0.665924788,7.836814406,8.282821121,8.798412731,9.394792717,39.08906951,0,33.9526503,46.28401723,0,0,0,177.3656273,126.3913239,0.106055523,0.893311527,0.774076163,0.000205664,0,0,2
4119310,KANKAKEE RIVER,"NEAR WILMINGTON, IL",US,41.3467,-88.1864,13952.3252,161,110,165810,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,high,3,13,4,165810,594.3413204,0.042718654,8,2.918260098,207.1978912,-5.300000191,-2.599999905,3.599999905,9.800000191,15.89999962,21,23.39999962,22.20000076,18.20000076,11.80000019,4.599999905,-2,10.05000007,68.19823838,62.4766831,114.0804115,149.3119584,155.1204526,164.8159692,155.1680432,143.6767687,140.5239608,113.410989,123.0733928,106.7740308,124.7192415,951524,871695,1591687,2083249,2164291,2299566,2164955,2004625,1960636,1582347,1717160,1489746,20881481,96,116,28,10156,294,-111,405,199,-43,220,-43,927,102,36,29,301,136,294,136,148,148,0.002489817,0,4.57E-05,0.002603808,0.000247627,0.010333061,0.034438127,0.001240964,0.136916392,0.804301512,5.26E-05,0.007361025,0,0,43.08360291,37.53162079,38.61200801,39.78104708,41.04833564,47.88813691,0,40.93097328,33.28794616,9.875994988,0,0,187.8332967,126.8199377,0.047508632,0.942458868,0.811662537,0.002656408,0,0,3
4119311,KANKAKEE RIVER,"MOMENCE, IL",US,41.16,-87.6686,5984.291992,193,119,158266,Upper Mississippi,North America,"Temperate Grasslands, Savannas, and Shrublands",Central forest-grasslands transition,high,2,5,1,158266,250.956518,0.040644196,7,2.202328444,88.93450165,-5.5,-2.799999952,3.299999952,9.5,15.80000019,21.20000076,23.20000076,22.10000038,18.20000076,11.60000038,4.699999809,-2.099999905,9.933333596,75.29863192,65.56932725,112.9010752,151.3871651,149.6806976,169.8122353,152.7788085,145.9400713,146.5244345,118.2901839,128.3095813,110.9005043,127.2827263,450609,392386,675633,905945,895733,1016206,914273,873348,876845,707883,767842,663661,9140364,97,116,29,9959,292,-106,398,153,-40,218,-40,970,107,39,27,312,149,300,149,148,148,0.004522928,0,8.39E-05,0.004345791,0.000374898,0.017343588,0.045857797,0.002031287,0.139406529,0.775170648,0.000122627,0.010758377,0,0,34.69675827,55.98984785,57.32683427,58.75132308,60.27206504,50.01327066,0,38.5716029,35.03817791,8.62216333,0,0,188.5205557,125.2120494,0.068099211,0.916608464,0.785929025,0.004468418,0,0,3
4119312,KANKAKEE RIVER,"SHELBY, IN",US,41.1828,-87.3403,4607.6,191.45,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
