,Date,flow,average temperature (C),precipitation,ET [kg/m^2/8day],localWaterYear
912,1989-03-31,2.9,,,,3
913,1989-04-01,2.9,,,,3
914,1989-04-02,2.8,,,,3
915,1989-04-03,2.6,,,,3
916,1989-04-04,2.6,,,,3
917,1989-04-05,2.6,,,,3
918,1989-04-06,2.5,,,,3
919,1989-04-07,2.0,,,,3
920,1989-04-08,2.0,,,,3
921,1989-04-09,2.0,,,,3
922,1989-04-10,2.0,,,,3
923,1989-04-11,2.0,,,,3
924,1989-04-12,2.0,,,,3
925,1989-04-13,2.0,,,,3
926,1989-04-14,1.9,,,,3
927,1989-04-15,1.6,,,,3
928,1989-04-16,1.3,,,,3
929,1989-04-17,0.5,,,,3
930,1989-04-18,0.3,,,,3
931,1989-04-19,0.0,,,,3
932,1989-04-20,0.0,,,,3
933,1989-04-21,0.0,,,,3
934,1989-04-22,0.0,,,,3
935,1989-04-23,0.0,,,,3
936,1989-04-24,0.0,,,,3
937,1989-04-25,0.0,,,,3
938,1989-04-26,0.0,,,,3
939,1989-04-27,0.0,,,,3
940,1989-04-28,0.0,,,,3
941,1989-04-29,0.0,,,,3
942,1989-04-30,0.0,,,,3
943,1989-05-01,0.0,,,,3
944,1989-05-02,0.0,,,,3
945,1989-05-03,0.0,,,,3
946,1989-05-04,0.0,,,,3
947,1989-05-05,0.0,,,,3
948,1989-05-06,0.0,,,,3
949,1989-05-07,0.0,,,,3
950,1989-05-08,0.0,,,,3
951,1989-05-09,0.0,,,,3
952,1989-05-10,0.0,,,,3
953,1989-05-11,0.0,,,,3
954,1989-05-12,0.0,,,,3
955,1989-05-13,0.7,,,,3
956,1989-05-14,2.5,,,,3
957,1989-05-15,3.6,,,,3
958,1989-05-16,4.5,,,,3
959,1989-05-17,5.2,,,,3
960,1989-05-18,6.1,,,,3
961,1989-05-19,7.2,,,,3
962,1989-05-20,8.3,,,,3
963,1989-05-21,9.7,,,,3
964,1989-05-22,10.2,,,,3
965,1989-05-23,10.5,,,,3
966,1989-05-24,10.8,,,,3
967,1989-05-25,10.9,,,,3
968,1989-05-26,11.2,,,,3
969,1989-05-27,11.5,,,,3
970,1989-05-28,11.7,,,,3
971,1989-05-29,12.2,,,,3
972,1989-05-30,12.2,,,,3
973,1989-05-31,12.2,,,,3
974,1989-06-01,12.2,,,,3
975,1989-06-02,12.1,,,,3
976,1989-06-03,11.2,,,,3
977,1989-06-04,10.0,,,,3
978,1989-06-05,9.6,,,,3
979,1989-06-06,9.5,,,,3
980,1989-06-07,9.5,,,,3
981,1989-06-08,11.1,,,,3
982,1989-06-09,11.3,,,,3
983,1989-06-10,12.1,,,,3
984,1989-06-11,12.5,,,,3
985,1989-06-12,11.5,,,,3
986,1989-06-13,11.1,,,,3
987,1989-06-14,10.6,,,,3
988,1989-06-15,11.0,,,,3
989,1989-06-16,12.2,,,,3
990,1989-06-17,14.3,,,,3
991,1989-06-18,18.1,,,,3
992,1989-06-19,23.5,,,,3
993,1989-06-20,30.2,,,,3
994,1989-06-21,38.2,,,,3
995,1989-06-22,39.9,,,,3
996,1989-06-23,37.1,,,,3
997,1989-06-24,35.2,,,,3
998,1989-06-25,35.8,,,,3
999,1989-06-26,42.4,,,,3
1000,1989-06-27,52.0,,,,3
1001,1989-06-28,65.4,,,,3
1002,1989-06-29,66.4,,,,3
1003,1989-06-30,55.3,,,,3
1004,1989-07-01,48.2,,,,3
1005,1989-07-02,44.3,,,,3
1006,1989-07-03,45.0,,,,3
1007,1989-07-04,46.8,,,,3
1008,1989-07-05,47.3,,,,3
1009,1989-07-06,45.0,,,,3
1010,1989-07-07,43.4,,,,3
1011,1989-07-08,46.5,,,,3
1012,1989-07-09,51.3,,,,3
1013,1989-07-10,66.1,,,,3
1014,1989-07-11,83.8,,,,3
1015,1989-07-12,96.8,,,,3
1016,1989-07-13,96.6,,,,3
1017,1989-07-14,95.3,,,,3
1018,1989-07-15,88.3,,,,3
1019,1989-07-16,76.5,,,,3
1020,1989-07-17,65.7,,,,3
1021,1989-07-18,56.8,,,,3
1022,1989-07-19,52.2,,,,3
1023,1989-07-20,58.1,,,,3
1024,1989-07-21,65.9,,,,3
1025,1989-07-22,72.6,,,,3
1026,1989-07-23,71.7,,,,3
1027,1989-07-24,68.6,,,,3
1028,1989-07-25,77.5,,,,3
1029,1989-07-26,86.0,,,,3
1030,1989-07-27,94.3,,,,3
1031,1989-07-28,138.0,,,,3
1032,1989-07-29,193.0,,,,3
1033,1989-07-30,249.0,,,,3
1034,1989-07-31,301.0,,,,3
1035,1989-08-01,338.0,,,,3
1036,1989-08-02,346.0,,,,3
1037,1989-08-03,349.0,,,,3
1038,1989-08-04,365.0,,,,3
1039,1989-08-05,376.0,,,,3
1040,1989-08-06,359.0,,,,3
1041,1989-08-07,336.0,,,,3
1042,1989-08-08,319.0,,,,3
1043,1989-08-09,323.0,,,,3
1044,1989-08-10,324.0,,,,3
1045,1989-08-11,296.0,,,,3
1046,1989-08-12,268.0,,,,3
1047,1989-08-13,276.0,,,,3
1048,1989-08-14,285.0,,,,3
1049,1989-08-15,263.0,,,,3
1050,1989-08-16,229.0,,,,3
1051,1989-08-17,212.0,,,,3
1052,1989-08-18,227.0,,,,3
1053,1989-08-19,267.0,,,,3
1054,1989-08-20,295.0,,,,3
1055,1989-08-21,302.0,,,,3
1056,1989-08-22,297.0,,,,3
1057,1989-08-23,301.0,,,,3
1058,1989-08-24,296.0,,,,3
1059,1989-08-25,297.0,,,,3
1060,1989-08-26,321.0,,,,3
1061,1989-08-27,380.0,,,,3
1062,1989-08-28,472.0,,,,3
1063,1989-08-29,464.0,,,,3
1064,1989-08-30,451.0,,,,3
1065,1989-08-31,462.0,,,,3
1066,1989-09-01,478.0,,,,3
1067,1989-09-02,490.0,,,,3
1068,1989-09-03,498.0,,,,3
1069,1989-09-04,509.0,,,,3
1070,1989-09-05,524.0,,,,3
1071,1989-09-06,538.0,,,,3
1072,1989-09-07,549.0,,,,3
1073,1989-09-08,554.0,,,,3
1074,1989-09-09,553.0,,,,3
1075,1989-09-10,539.0,,,,3
1076,1989-09-11,468.0,,,,3
1077,1989-09-12,414.0,,,,3
1078,1989-09-13,413.0,,,,3
1079,1989-09-14,436.0,,,,3
1080,1989-09-15,441.0,,,,3
1081,1989-09-16,440.0,,,,3
1082,1989-09-17,437.0,,,,3
1083,1989-09-18,417.0,,,,3
1084,1989-09-19,393.0,,,,3
1085,1989-09-20,381.0,,,,3
1086,1989-09-21,377.0,,,,3
1087,1989-09-22,389.0,,,,3
1088,1989-09-23,413.0,,,,3
1089,1989-09-24,431.0,,,,3
1090,1989-09-25,439.0,,,,3
1091,1989-09-26,444.0,,,,3
1092,1989-09-27,436.0,,,,3
1093,1989-09-28,420.0,,,,3
1094,1989-09-29,389.0,,,,3
1095,1989-09-30,342.0,,,,3
1096,1989-10-01,309.0,,,,3
1097,1989-10-02,304.0,,,,3
1098,1989-10-03,306.0,,,,3
1099,1989-10-04,323.0,,,,3
1100,1989-10-05,345.0,,,,3
1101,1989-10-06,366.0,,,,3
1102,1989-10-07,386.0,,,,3
1103,1989-10-08,419.0,,,,3
1104,1989-10-09,451.0,,,,3
1105,1989-10-10,478.0,,,,3
1106,1989-10-11,496.0,,,,3
1107,1989-10-12,503.0,,,,3
1108,1989-10-13,507.0,,,,3
1109,1989-10-14,505.0,,,,3
1110,1989-10-15,502.0,,,,3
1111,1989-10-16,491.0,,,,3
1112,1989-10-17,455.0,,,,3
1113,1989-10-18,382.0,,,,3
1114,1989-10-19,323.0,,,,3
1115,1989-10-20,291.0,,,,3
1116,1989-10-21,266.0,,,,3
1117,1989-10-22,243.0,,,,3
1118,1989-10-23,221.0,,,,3
1119,1989-10-24,202.0,,,,3
1120,1989-10-25,188.0,,,,3
1121,1989-10-26,179.0,,,,3
1122,1989-10-27,174.0,,,,3
1123,1989-10-28,166.0,,,,3
1124,1989-10-29,157.0,,,,3
1125,1989-10-30,145.0,,,,3
1126,1989-10-31,135.0,,,,3
1127,1989-11-01,125.0,,,,3
1128,1989-11-02,117.0,,,,3
1129,1989-11-03,110.0,,,,3
1130,1989-11-04,106.0,,,,3
1131,1989-11-05,103.0,,,,3
1132,1989-11-06,100.0,,,,3
1133,1989-11-07,94.4,,,,3
1134,1989-11-08,88.6,,,,3
1135,1989-11-09,85.0,,,,3
1136,1989-11-10,78.9,,,,3
1137,1989-11-11,74.9,,,,3
1138,1989-11-12,72.0,,,,3
1139,1989-11-13,70.3,,,,3
1140,1989-11-14,67.6,,,,3
1141,1989-11-15,66.2,,,,3
1142,1989-11-16,66.7,,,,3
1143,1989-11-17,68.9,,,,3
1144,1989-11-18,72.7,,,,3
1145,1989-11-19,73.0,,,,3
1146,1989-11-20,72.6,,,,3
1147,1989-11-21,68.2,,,,3
1148,1989-11-22,63.9,,,,3
1149,1989-11-23,60.7,,,,3
1150,1989-11-24,57.5,,,,3
1151,1989-11-25,54.2,,,,3
1152,1989-11-26,51.7,,,,3
1153,1989-11-27,49.4,,,,3
1154,1989-11-28,50.4,,,,3
1155,1989-11-29,52.8,,,,3
1156,1989-11-30,52.0,,,,3
1157,1989-12-01,51.0,,,,3
1158,1989-12-02,48.4,,,,3
1159,1989-12-03,45.2,,,,3
1160,1989-12-04,41.2,,,,3
1161,1989-12-05,38.1,,,,3
1162,1989-12-06,37.1,,,,3
1163,1989-12-07,35.6,,,,3
1164,1989-12-08,34.9,,,,3
1165,1989-12-09,33.2,,,,3
1166,1989-12-10,34.3,,,,3
1167,1989-12-11,34.7,,,,3
1168,1989-12-12,34.2,,,,3
1169,1989-12-13,33.1,,,,3
1170,1989-12-14,32.1,,,,3
1171,1989-12-15,30.9,,,,3
1172,1989-12-16,29.5,,,,3
1173,1989-12-17,28.8,,,,3
1174,1989-12-18,27.8,,,,3
1175,1989-12-19,27.2,,,,3
1176,1989-12-20,26.4,,,,3
1177,1989-12-21,25.7,,,,3
1178,1989-12-22,25.2,,,,3
1179,1989-12-23,24.8,,,,3
1180,1989-12-24,24.3,,,,3
1181,1989-12-25,23.6,,,,3
1182,1989-12-26,22.4,,,,3
1183,1989-12-27,21.6,,,,3
1184,1989-12-28,21.1,,,,3
1185,1989-12-29,21.1,,,,3
1186,1989-12-30,20.7,,,,3
1187,1989-12-31,20.2,,,,3
1188,1990-01-01,19.4,,,,3
1189,1990-01-02,18.6,,,,3
1190,1990-01-03,18.5,,,,3
1191,1990-01-04,18.5,,,,3
1192,1990-01-05,18.5,,,,3
1193,1990-01-06,18.4,,,,3
1194,1990-01-07,18.0,,,,3
1195,1990-01-08,17.4,,,,3
1196,1990-01-09,16.9,,,,3
1197,1990-01-10,16.1,,,,3
1198,1990-01-11,15.5,,,,3
1199,1990-01-12,15.1,,,,3
1200,1990-01-13,14.7,,,,3
1201,1990-01-14,14.7,,,,3
1202,1990-01-15,14.4,,,,3
1203,1990-01-16,14.2,,,,3
1204,1990-01-17,13.9,,,,3
1205,1990-01-18,13.7,,,,3
1206,1990-01-19,14.5,,,,3
1207,1990-01-20,13.5,,,,3
1208,1990-01-21,11.8,,,,3
1209,1990-01-22,10.5,,,,3
1210,1990-01-23,10.2,,,,3
1211,1990-01-24,9.9,,,,3
1212,1990-01-25,9.4,,,,3
1213,1990-01-26,8.9,,,,3
1214,1990-01-27,9.0,,,,3
1215,1990-01-28,8.9,,,,3
1216,1990-01-29,8.4,,,,3
1217,1990-01-30,8.3,,,,3
1218,1990-01-31,8.0,,,,3
1219,1990-02-01,7.7,,,,3
1220,1990-02-02,7.3,,,,3
1221,1990-02-03,7.1,,,,3
1222,1990-02-04,6.8,,,,3
1223,1990-02-05,6.4,,,,3
1224,1990-02-06,6.2,,,,3
1225,1990-02-07,5.8,,,,3
1226,1990-02-08,5.6,,,,3
1227,1990-02-09,5.5,,,,3
1228,1990-02-10,5.0,,,,3
1229,1990-02-11,4.9,,,,3
1230,1990-02-12,4.7,,,,3
1231,1990-02-13,4.6,,,,3
1232,1990-02-14,4.4,,,,3
1233,1990-02-15,4.4,,,,3
1234,1990-02-16,4.4,,,,3
1235,1990-02-17,4.3,,,,3
1236,1990-02-18,4.1,,,,3
1237,1990-02-19,3.8,,,,3
1238,1990-02-20,3.5,,,,3
1239,1990-02-21,3.5,,,,3
1240,1990-02-22,3.4,,,,3
1241,1990-02-23,3.2,,,,3
1242,1990-02-24,3.1,,,,3
1243,1990-02-25,2.9,,,,3
1244,1990-02-26,2.8,,,,3
1245,1990-02-27,2.6,,,,3
1246,1990-02-28,2.6,,,,3
1247,1990-03-01,2.5,,,,4
1248,1990-03-02,2.3,,,,4
1249,1990-03-03,2.0,,,,4
1250,1990-03-04,2.0,,,,4
1251,1990-03-05,2.0,,,,4
1252,1990-03-06,2.0,,,,4
1253,1990-03-07,2.0,,,,4
1254,1990-03-08,1.9,,,,4
1255,1990-03-09,1.5,,,,4
1256,1990-03-10,1.2,,,,4
1257,1990-03-11,1.2,,,,4
1258,1990-03-12,1.2,,,,4
1259,1990-03-13,1.2,,,,4
1260,1990-03-14,1.2,,,,4
1261,1990-03-15,1.1,,,,4
1262,1990-03-16,0.8,,,,4
1263,1990-03-17,0.7,,,,4
1264,1990-03-18,0.4,,,,4
1265,1990-03-19,0.4,,,,4
1266,1990-03-20,0.4,,,,4
1267,1990-03-21,0.4,,,,4
1268,1990-03-22,0.0,,,,4
1269,1990-03-23,0.0,,,,4
1270,1990-03-24,0.0,,,,4
1271,1990-03-25,0.0,,,,4
1272,1990-03-26,0.0,,,,4
1273,1990-03-27,0.0,,,,4
1274,1990-03-28,0.0,,,,4
1275,1990-03-29,0.0,,,,4
1276,1990-03-30,0.0,,,,4
1277,1990-03-31,0.0,,,,4
1278,1990-04-01,0.0,,,,4
1279,1990-04-02,0.0,,,,4
1280,1990-04-03,0.0,,,,4
1281,1990-04-04,0.0,,,,4
1282,1990-04-05,0.0,,,,4
1283,1990-04-06,0.0,,,,4
1284,1990-04-07,0.0,,,,4
1285,1990-04-08,0.0,,,,4
1286,1990-04-09,0.0,,,,4
1287,1990-04-10,0.0,,,,4
1288,1990-04-11,0.0,,,,4
1289,1990-04-12,0.0,,,,4
1290,1990-04-13,0.0,,,,4
1291,1990-04-14,0.0,,,,4
1292,1990-04-15,0.0,,,,4
1293,1990-04-16,0.0,,,,4
1294,1990-04-17,0.0,,,,4
1295,1990-04-18,0.4,,,,4
1296,1990-04-19,0.4,,,,4
1297,1990-04-20,0.5,,,,4
1298,1990-04-21,0.9,,,,4
1299,1990-04-22,1.4,,,,4
1300,1990-04-23,2.2,,,,4
1301,1990-04-24,3.0,,,,4
1302,1990-04-25,3.9,,,,4
1303,1990-04-26,4.6,,,,4
1304,1990-04-27,5.4,,,,4
1305,1990-04-28,6.3,,,,4
1306,1990-04-29,7.0,,,,4
1307,1990-04-30,7.7,,,,4
1308,1990-05-01,8.7,,,,4
1309,1990-05-02,10.0,,,,4
1310,1990-05-03,10.2,,,,4
1311,1990-05-04,11.9,,,,4
1312,1990-05-05,13.5,,,,4
1313,1990-05-06,14.1,,,,4
1314,1990-05-07,13.8,,,,4
1315,1990-05-08,13.1,,,,4
1316,1990-05-09,13.0,,,,4
1317,1990-05-10,14.4,,,,4
1318,1990-05-11,15.2,,,,4
1319,1990-05-12,14.2,,,,4
1320,1990-05-13,14.4,,,,4
1321,1990-05-14,16.0,,,,4
1322,1990-05-15,17.4,,,,4
1323,1990-05-16,17.6,,,,4
1324,1990-05-17,19.5,,,,4
1325,1990-05-18,23.0,,,,4
1326,1990-05-19,24.2,,,,4
1327,1990-05-20,24.1,,,,4
1328,1990-05-21,24.8,,,,4
1329,1990-05-22,23.3,,,,4
1330,1990-05-23,19.8,,,,4
1331,1990-05-24,16.9,,,,4
1332,1990-05-25,15.7,,,,4
1333,1990-05-26,16.0,,,,4
1334,1990-05-27,15.9,,,,4
1335,1990-05-28,16.4,,,,4
1336,1990-05-29,19.3,,,,4
1337,1990-05-30,20.5,,,,4
1338,1990-05-31,19.6,,,,4
1339,1990-06-01,17.7,,,,4
1340,1990-06-02,16.2,,,,4
1341,1990-06-03,14.9,,,,4
1342,1990-06-04,14.3,,,,4
1343,1990-06-05,14.2,,,,4
1344,1990-06-06,14.5,,,,4
1345,1990-06-07,13.8,,,,4
1346,1990-06-08,13.1,,,,4
1347,1990-06-09,12.2,,,,4
1348,1990-06-10,11.9,,,,4
1349,1990-06-11,11.4,,,,4
1350,1990-06-12,11.8,,,,4
1351,1990-06-13,14.3,,,,4
1352,1990-06-14,17.0,,,,4
1353,1990-06-15,18.2,,,,4
1354,1990-06-16,20.4,,,,4
1355,1990-06-17,20.7,,,,4
1356,1990-06-18,21.6,,,,4
1357,1990-06-19,27.3,,,,4
1358,1990-06-20,42.0,,,,4
1359,1990-06-21,57.1,,,,4
1360,1990-06-22,70.3,,,,4
1361,1990-06-23,75.2,,,,4
1362,1990-06-24,67.7,,,,4
1363,1990-06-25,59.2,,,,4
1364,1990-06-26,50.0,,,,4
1365,1990-06-27,45.3,,,,4
1366,1990-06-28,42.9,,,,4
1367,1990-06-29,42.4,,,,4
1368,1990-06-30,48.0,,,,4
1369,1990-07-01,60.1,,,,4
1370,1990-07-02,70.3,,,,4
1371,1990-07-03,75.7,,,,4
1372,1990-07-04,76.8,,,,4
1373,1990-07-05,80.9,,,,4
1374,1990-07-06,96.7,,,,4
1375,1990-07-07,108.0,,,,4
1376,1990-07-08,112.0,,,,4
1377,1990-07-09,97.7,,,,4
1378,1990-07-10,87.2,,,,4
1379,1990-07-11,78.8,,,,4
1380,1990-07-12,76.3,,,,4
1381,1990-07-13,81.4,,,,4
1382,1990-07-14,91.8,,,,4
1383,1990-07-15,120.0,,,,4
1384,1990-07-16,151.0,,,,4
1385,1990-07-17,152.0,,,,4
1386,1990-07-18,126.0,,,,4
1387,1990-07-19,110.0,,,,4
1388,1990-07-20,95.4,,,,4
1389,1990-07-21,89.3,,,,4
1390,1990-07-22,84.4,,,,4
1391,1990-07-23,81.5,,,,4
1392,1990-07-24,78.1,,,,4
1393,1990-07-25,88.0,,,,4
1394,1990-07-26,115.0,,,,4
1395,1990-07-27,138.0,,,,4
1396,1990-07-28,143.0,,,,4
1397,1990-07-29,134.0,,,,4
1398,1990-07-30,124.0,,,,4
1399,1990-07-31,138.0,,,,4
1400,1990-08-01,161.0,,,,4
1401,1990-08-02,158.0,,,,4
1402,1990-08-03,156.0,,,,4
1403,1990-08-04,152.0,,,,4
1404,1990-08-05,140.0,,,,4
1405,1990-08-06,150.0,,,,4
1406,1990-08-07,210.0,,,,4
1407,1990-08-08,249.0,,,,4
1408,1990-08-09,381.0,,,,4
1409,1990-08-10,377.0,,,,4
1410,1990-08-11,329.0,,,,4
1411,1990-08-12,319.0,,,,4
1412,1990-08-13,348.0,,,,4
1413,1990-08-14,426.0,,,,4
1414,1990-08-15,477.0,,,,4
1415,1990-08-16,499.0,,,,4
1416,1990-08-17,500.0,,,,4
1417,1990-08-18,478.0,,,,4
1418,1990-08-19,444.0,,,,4
1419,1990-08-20,415.0,,,,4
1420,1990-08-21,392.0,,,,4
1421,1990-08-22,370.0,,,,4
1422,1990-08-23,343.0,,,,4
1423,1990-08-24,340.0,,,,4
1424,1990-08-25,354.0,,,,4
1425,1990-08-26,385.0,,,,4
1426,1990-08-27,416.0,,,,4
1427,1990-08-28,421.0,,,,4
1428,1990-08-29,419.0,,,,4
1429,1990-08-30,421.0,,,,4
1430,1990-08-31,416.0,,,,4
1431,1990-09-01,404.0,,,,4
1432,1990-09-02,394.0,,,,4
1433,1990-09-03,374.0,,,,4
1434,1990-09-04,358.0,,,,4
1435,1990-09-05,351.0,,,,4
1436,1990-09-06,357.0,,,,4
1437,1990-09-07,382.0,,,,4
1438,1990-09-08,402.0,,,,4
1439,1990-09-09,414.0,,,,4
1440,1990-09-10,420.0,,,,4
1441,1990-09-11,412.0,,,,4
1442,1990-09-12,427.0,,,,4
1443,1990-09-13,445.0,,,,4
1444,1990-09-14,457.0,,,,4
1445,1990-09-15,459.0,,,,4
1446,1990-09-16,460.0,,,,4
1447,1990-09-17,464.0,,,,4
1448,1990-09-18,468.0,,,,4
1449,1990-09-19,458.0,,,,4
1450,1990-09-20,421.0,,,,4
1451,1990-09-21,382.0,,,,4
1452,1990-09-22,363.0,,,,4
1453,1990-09-23,364.0,,,,4
1454,1990-09-24,369.0,,,,4
1455,1990-09-25,369.0,,,,4
1456,1990-09-26,369.0,,,,4
1457,1990-09-27,372.0,,,,4
1458,1990-09-28,384.0,,,,4
1459,1990-09-29,394.0,,,,4
1460,1990-09-30,382.0,,,,4
1461,1990-10-01,361.0,,,,4
1462,1990-10-02,333.0,,,,4
1463,1990-10-03,315.0,,,,4
1464,1990-10-04,300.0,,,,4
1465,1990-10-05,292.0,,,,4
1466,1990-10-06,284.0,,,,4
1467,1990-10-07,281.0,,,,4
1468,1990-10-08,290.0,,,,4
1469,1990-10-09,292.0,,,,4
1470,1990-10-10,289.0,,,,4
1471,1990-10-11,274.0,,,,4
1472,1990-10-12,254.0,,,,4
1473,1990-10-13,241.0,,,,4
1474,1990-10-14,229.0,,,,4
1475,1990-10-15,216.0,,,,4
1476,1990-10-16,206.0,,,,4
1477,1990-10-17,205.0,,,,4
1478,1990-10-18,205.0,,,,4
1479,1990-10-19,202.0,,,,4
1480,1990-10-20,190.0,,,,4
1481,1990-10-21,176.0,,,,4
1482,1990-10-22,161.0,,,,4
1483,1990-10-23,151.0,,,,4
1484,1990-10-24,146.0,,,,4
1485,1990-10-25,146.0,,,,4
1486,1990-10-26,144.0,,,,4
1487,1990-10-27,140.0,,,,4
1488,1990-10-28,136.0,,,,4
1489,1990-10-29,136.0,,,,4
1490,1990-10-30,140.0,,,,4
1491,1990-10-31,138.0,,,,4
1492,1990-11-01,127.0,,,,4
1493,1990-11-02,118.0,,,,4
1494,1990-11-03,117.0,,,,4
1495,1990-11-04,114.0,,,,4
1496,1990-11-05,113.0,,,,4
1497,1990-11-06,110.0,,,,4
1498,1990-11-07,103.0,,,,4
1499,1990-11-08,95.7,,,,4
1500,1990-11-09,90.0,,,,4
1501,1990-11-10,84.3,,,,4
1502,1990-11-11,80.4,,,,4
1503,1990-11-12,77.3,,,,4
1504,1990-11-13,73.7,,,,4
1505,1990-11-14,70.2,,,,4
1506,1990-11-15,66.9,,,,4
1507,1990-11-16,68.4,,,,4
1508,1990-11-17,72.0,,,,4
1509,1990-11-18,71.5,,,,4
1510,1990-11-19,69.1,,,,4
1511,1990-11-20,67.9,,,,4
1512,1990-11-21,64.3,,,,4
1513,1990-11-22,56.0,,,,4
1514,1990-11-23,48.7,,,,4
1515,1990-11-24,43.9,,,,4
1516,1990-11-25,40.7,,,,4
1517,1990-11-26,38.3,,,,4
1518,1990-11-27,38.4,,,,4
1519,1990-11-28,39.9,,,,4
1520,1990-11-29,38.4,,,,4
1521,1990-11-30,36.9,,,,4
1522,1990-12-01,36.6,,,,4
1523,1990-12-02,36.9,,,,4
1524,1990-12-03,37.2,,,,4
1525,1990-12-04,38.6,,,,4
1526,1990-12-05,44.4,,,,4
1527,1990-12-06,44.8,,,,4
1528,1990-12-07,42.1,,,,4
1529,1990-12-08,36.4,,,,4
1530,1990-12-09,32.4,,,,4
1531,1990-12-10,29.5,,,,4
1532,1990-12-11,27.3,,,,4
1533,1990-12-12,25.7,,,,4
1534,1990-12-13,24.3,,,,4
1535,1990-12-14,23.0,,,,4
1536,1990-12-15,22.4,,,,4
1537,1990-12-16,21.4,,,,4
1538,1990-12-17,21.2,,,,4
1539,1990-12-18,21.6,,,,4
1540,1990-12-19,22.0,,,,4
1541,1990-12-20,26.0,,,,4
1542,1990-12-21,31.3,,,,4
1543,1990-12-22,34.5,,,,4
1544,1990-12-23,32.9,,,,4
1545,1990-12-24,28.2,,,,4
1546,1990-12-25,24.8,,,,4
1547,1990-12-26,22.6,,,,4
1548,1990-12-27,20.8,,,,4
1549,1990-12-28,18.8,,,,4
1550,1990-12-29,17.8,,,,4
1551,1990-12-30,16.8,,,,4
1552,1990-12-31,15.6,,,,4
1553,1991-01-01,13.2,,,,4
1554,1991-01-02,14.1,,,,4
1555,1991-01-03,13.6,,,,4
1556,1991-01-04,12.9,,,,4
1557,1991-01-05,12.5,,,,4
1558,1991-01-06,12.2,,,,4
1559,1991-01-07,11.8,,,,4
1560,1991-01-08,11.5,,,,4
1561,1991-01-09,11.1,,,,4
1562,1991-01-10,10.5,,,,4
1563,1991-01-11,10.4,,,,4
1564,1991-01-12,10.3,,,,4
1565,1991-01-13,10.0,,,,4
1566,1991-01-14,9.6,,,,4
1567,1991-01-15,9.4,,,,4
1568,1991-01-16,9.1,,,,4
1569,1991-01-17,8.5,,,,4
1570,1991-01-18,8.3,,,,4
1571,1991-01-19,8.0,,,,4
1572,1991-01-20,7.8,,,,4
1573,1991-01-21,7.5,,,,4
1574,1991-01-22,7.4,,,,4
1575,1991-01-23,7.4,,,,4
1576,1991-01-24,7.4,,,,4
1577,1991-01-25,7.1,,,,4
1578,1991-01-26,7.2,,,,4
1579,1991-01-27,7.4,,,,4
1580,1991-01-28,6.8,,,,4
1581,1991-01-29,6.6,,,,4
1582,1991-01-30,6.5,,,,4
1583,1991-01-31,6.5,,,,4
1584,1991-02-01,6.2,,,,4
1585,1991-02-02,6.1,,,,4
1586,1991-02-03,5.9,,,,4
1587,1991-02-04,5.9,,,,4
1588,1991-02-05,5.8,,,,4
1589,1991-02-06,5.6,,,,4
1590,1991-02-07,5.5,,,,4
1591,1991-02-08,5.3,,,,4
1592,1991-02-09,5.3,,,,4
1593,1991-02-10,5.2,,,,4
1594,1991-02-11,5.0,,,,4
1595,1991-02-12,4.9,,,,4
1596,1991-02-13,4.7,,,,4
1597,1991-02-14,4.6,,,,4
1598,1991-02-15,4.4,,,,4
1599,1991-02-16,4.4,,,,4
1600,1991-02-17,4.3,,,,4
1601,1991-02-18,4.1,,,,4
1602,1991-02-19,4.1,,,,4
1603,1991-02-20,4.0,,,,4
1604,1991-02-21,3.8,,,,4
1605,1991-02-22,3.8,,,,4
1606,1991-02-23,3.8,,,,4
1607,1991-02-24,3.7,,,,4
1608,1991-02-25,3.5,,,,4
1609,1991-02-26,3.5,,,,4
1610,1991-02-27,3.5,,,,4
1611,1991-02-28,3.3,,,,4
1612,1991-03-01,1.5,,,,5
1613,1991-03-02,1.1,,,,5
1614,1991-03-03,0.8,,,,5
1615,1991-03-04,1.1,,,,5
1616,1991-03-05,1.8,,,,5
1617,1991-03-06,1.2,,,,5
1618,1991-03-07,0.8,,,,5
1619,1991-03-08,0.7,,,,5
1620,1991-03-09,0.4,,,,5
1621,1991-03-10,0.6,,,,5
1622,1991-03-11,1.2,,,,5
1623,1991-03-12,1.1,,,,5
1624,1991-03-13,0.7,,,,5
1625,1991-03-14,0.3,,,,5
1626,1991-03-15,0.1,,,,5
1627,1991-03-16,0.5,,,,5
1628,1991-03-17,0.9,,,,5
1629,1991-03-18,1.6,,,,5
1630,1991-03-19,3.1,,,,5
1631,1991-03-20,4.3,,,,5
1632,1991-03-21,4.2,,,,5
1633,1991-03-22,4.4,,,,5
1634,1991-03-23,4.3,,,,5
1635,1991-03-24,3.7,,,,5
1636,1991-03-25,3.1,,,,5
1637,1991-03-26,2.6,,,,5
1638,1991-03-27,2.3,,,,5
1639,1991-03-28,2.0,,,,5
1640,1991-03-29,1.9,,,,5
1641,1991-03-30,1.5,,,,5
1642,1991-03-31,0.8,,,,5
1643,1991-04-01,0.0,,,,5
1644,1991-04-02,0.0,,,,5
1645,1991-04-03,0.0,,,,5
1646,1991-04-04,0.0,,,,5
1647,1991-04-05,0.0,,,,5
1648,1991-04-06,0.0,,,,5
1649,1991-04-07,0.0,,,,5
1650,1991-04-08,0.0,,,,5
